TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
118.77,Debit,Atlanta,Branch,Adult,Engineer,123.0,1.0,2104.82,1
651.82,Debit,Indianapolis,ATM,Youth,Student,166.0,1.0,1802.77,2
66.65,Debit,Detroit,ATM,Youth,Engineer,33.0,1.0,3559.96,1
98.53,Debit,Denver,Branch,Senior,Retired,166.0,1.0,3564.8,1
138.95,Debit,Washington,Online,Senior,Retired,30.0,1.0,6752.92,0
33.89,Debit,Nashville,Branch,Youth,Student,177.0,1.0,1444.75,2
23.71,Debit,Atlanta,Branch,Adult,Doctor,164.0,1.0,10788.89,1
899.2850000000002,Debit,San Antonio,Online,Adult,Engineer,238.0,1.0,2235.7,0
26.06,Debit,San Diego,ATM,Senior,Doctor,283.0,1.0,12893.63,0
17.07,Debit,Los Angeles,Branch,Youth,Engineer,44.0,1.0,2798.15,2
703.89,Debit,San Antonio,Online,Adult,Engineer,61.99999999999999,1.0,3583.67,0
899.2850000000002,Debit,Houston,ATM,Adult,Engineer,155.0,1.0,2120.8,2
26.55,Debit,Houston,ATM,Senior,Retired,228.0,1.0,3085.38,2
147.4,Debit,San Jose,Branch,Adult,Engineer,259.0,1.0,6797.71,0
202.11,Debit,Memphis,ATM,Youth,Student,18.0,1.0,746.47,2
308.42,Debit,Nashville,Branch,Senior,Retired,39.0,1.0,5427.81,2
11.18,Debit,Miami,ATM,Adult,Engineer,144.0,1.0,7467.300000000001,2
294.15,Debit,Fresno,Online,Youth,Engineer,136.0,1.0,6362.16,1
29.58,Debit,Colorado Springs,Branch,Adult,Engineer,112.0,1.0,8345.26,1
139.45,Debit,Boston,Online,Youth,Student,30.999999999999996,1.0,1305.76,1
432.63,Debit,Colorado Springs,ATM,Youth,Doctor,137.0,1.0,13648.36,1
131.43,Debit,Charlotte,Online,Adult,Doctor,65.0,1.0,1337.5,1
516.72,Debit,Mesa,ATM,Adult,Engineer,128.0,1.0,2015.6900000000003,2
121.82000000000001,Debit,Colorado Springs,Online,Senior,Doctor,123.0,1.0,8354.54,1
374.5,Credit,San Francisco,Branch,Youth,Student,178.0,1.0,1671.51,0
166.13,Debit,Omaha,ATM,Senior,Doctor,227.0,1.0,11822.53,0
626.9,Debit,Chicago,ATM,Youth,Student,146.0,1.0,587.1099999999999,1
466.85,Debit,Austin,Branch,Adult,Retired,165.0,1.0,5422.53,1
788.84,Debit,Phoenix,Online,Adult,Retired,231.0,1.0,1913.73,0
873.65,Credit,Oklahoma City,Online,Youth,Doctor,59.00000000000001,1.0,12139.83,2
525.28,Debit,Colorado Springs,ATM,Senior,Retired,134.0,1.0,4693.6,1
110.17,,Raleigh,ATM,Youth,Engineer,137.0,1.0,464.2,0
632.69,Debit,Denver,ATM,Senior,Retired,75.99999999999999,1.0,4363.74,1
124.35,Debit,Oklahoma City,ATM,Senior,Retired,90.0,1.0,3319.76,2
43.85,Debit,Fresno,ATM,Senior,Retired,122.0,1.0,4356.98,1
283.81,Debit,San Diego,Branch,Youth,Student,29.000000000000004,1.0,1519.35,0
168.53,Debit,San Francisco,ATM,Senior,Retired,112.0,1.0,5962.58,0
218.59,Credit,Denver,Branch,Adult,Engineer,123.0,1.0,6699.23,1
132.84,Debit,Oklahoma City,ATM,Youth,Student,143.0,1.0,822.73,2
157.37,Credit,Dallas,Branch,Adult,Doctor,289.0,1.0,13964.31,1
144.77,Debit,Albuquerque,Online,Youth,Student,159.0,1.0,867.3199999999999,1
643.22,Debit,Atlanta,ATM,Senior,Doctor,93.0,1.0,1035.86,1
899.2850000000002,Debit,El Paso,Branch,Adult,Doctor,297.0,1.0,13347.69,1
208.07,Debit,Oklahoma City,Online,Youth,Doctor,36.0,1.0,8478.9,2
94.3,Debit,Phoenix,Branch,Adult,Doctor,57.0,1.0,11088.95,0
295.5,Debit,Mesa,ATM,Adult,Retired,36.0,1.0,6280.66,2
30.229999999999997,Debit,Austin,ATM,Adult,Doctor,99.0,1.0,481.13,1
112.05,Credit,Phoenix,ATM,Youth,Student,159.0,1.0,1122.88,0
180.24,Debit,Phoenix,Branch,Adult,Engineer,144.0,1.0,8431.23,0
13.71,Credit,Denver,Online,Youth,Engineer,148.0,1.0,8342.79,1
96.54,Debit,New York,Branch,Adult,Retired,95.0,1.0,7182.22,2
79.35,Debit,Los Angeles,Online,Senior,Retired,70.0,1.0,1692.15,2
101.04,Debit,San Antonio,ATM,Youth,Student,160.0,1.0,1695.57,0
74.42,Debit,El Paso,Online,Adult,Engineer,68.00000000000001,1.0,6264.21,1
39.66,Debit,Virginia Beach,Branch,Adult,Engineer,169.0,1.0,8497.34,0
99.36,Debit,Seattle,ATM,Adult,Doctor,45.99999999999999,1.0,1272.12,0
123.85,Debit,Las Vegas,Online,Adult,Engineer,244.0,1.0,3959.62,2
426.93,Debit,Omaha,ATM,Youth,Student,247.99999999999997,1.0,476.18999999999994,0
133.73,Credit,San Jose,Online,Youth,Student,123.0,1.0,1872.2200000000003,0
222.39,Debit,Virginia Beach,Online,Adult,Engineer,73.0,1.0,3117.39,0
215.94,Credit,Virginia Beach,Online,Youth,Student,140.0,1.0,1841.69,0
6.3,Debit,Columbus,Branch,Senior,Retired,283.0,1.0,7697.680000000001,1
826.23,Debit,Colorado Springs,ATM,Youth,Doctor,209.0,1.0,7580.590000000001,1
211.36,Debit,Columbus,Online,Youth,Engineer,67.0,1.0,7936.91,1
131.46,Debit,Charlotte,Branch,Senior,Retired,258.0,1.0,6642.33,1
202.86,Credit,Memphis,Branch,Senior,Doctor,149.0,1.0,7642.250000000001,2
268.39,Debit,Miami,ATM,Youth,Student,171.0,1.0,136.74,2
194.85,Debit,Jacksonville,Online,Youth,Student,130.0,1.0,319.84,2
137.35,Credit,Sacramento,,Adult,Doctor,220.0,1.0,12662.66,0
712.75,Debit,Philadelphia,Branch,Adult,Doctor,25.000000000000004,1.0,8126.0599999999995,0
353.82,Debit,Milwaukee,ATM,Adult,Doctor,143.0,1.0,705.7499999999999,2
507.25000000000006,Debit,Washington,Branch,Adult,Retired,143.0,1.0,5331.57,0
212.74,Debit,Seattle,Branch,Youth,Engineer,128.0,1.0,7645.469999999999,0
364.42,Debit,Colorado Springs,ATM,Adult,Engineer,146.0,1.0,8119.73,1
195.12,Debit,Louisville,ATM,Adult,Doctor,144.0,1.0,6101.15,2
230.61,Debit,Raleigh,Branch,Senior,Retired,204.0,1.0,2561.42,0
739.28,Credit,Tucson,Branch,Adult,Doctor,47.0,1.0,11905.64,0
390.35,Credit,Omaha,ATM,Senior,Doctor,61.00000000000001,1.0,7095.88,0
242.03000000000003,Debit,Dallas,Online,Adult,Engineer,123.99999999999999,1.0,4382.73,1
242.39000000000001,Credit,San Antonio,ATM,Youth,Student,271.0,1.0,1328.73,0
135.03,Debit,San Francisco,ATM,Youth,Student,180.0,1.0,1278.0,0
83.5,Debit,Dallas,Branch,Senior,,91.0,1.0,1749.79,1
193.54,Debit,Oklahoma City,Branch,Senior,Retired,267.0,1.0,2929.51,2
617.36,Debit,Kansas City,,Youth,Engineer,61.00000000000001,1.0,8926.38,2
775.23,Credit,Albuquerque,Online,Adult,Doctor,37.99999999999999,1.0,5977.59,1
266.57,Debit,El Paso,ATM,Senior,Retired,100.00000000000001,1.0,7676.92,1
153.4,Debit,Mesa,ATM,Adult,Engineer,144.0,1.0,4657.7,2
899.2850000000002,Debit,Charlotte,Branch,Adult,Retired,251.0,1.0,5579.11,1
5.12,Debit,New York,Branch,Youth,Engineer,90.0,1.0,3293.01,2
119.11,Debit,Detroit,ATM,Adult,Engineer,131.0,1.0,7998.25,1
899.2850000000002,Debit,Colorado Springs,Online,Youth,Student,147.0,1.0,1093.89,1
119.72,Debit,Tucson,Branch,Youth,Engineer,123.0,1.0,3435.34,0
107.4,Debit,Virginia Beach,Online,Adult,Doctor,32.0,1.0,344.07,0
115.92,Debit,Raleigh,ATM,Adult,Retired,57.0,1.0,3897.17,0
438.04,Debit,Philadelphia,ATM,Senior,Retired,247.0,1.0,5358.95,0
677.29,Debit,Houston,Online,Youth,Engineer,287.0,1.0,627.79,2
296.0,Debit,Las Vegas,Branch,Youth,Doctor,247.99999999999997,1.0,7418.82,2
299.09,Credit,Boston,Branch,Youth,Engineer,84.00000000000001,1.0,5615.26,1
461.52,Credit,Denver,Branch,Youth,Student,44.0,1.0,1995.1799999999998,1
100.52,Debit,Las Vegas,ATM,Adult,Engineer,110.0,1.0,453.39,2
85.35,Debit,Washington,ATM,Senior,Retired,166.0,1.0,2173.76,0
79.76,Debit,Raleigh,Branch,Adult,Engineer,170.0,1.0,6452.14,0
778.49,Credit,Omaha,Online,Senior,Retired,107.0,1.0,7713.67,0
386.38,Debit,Phoenix,Online,Adult,Engineer,135.0,1.0,5528.36,0
165.25,Debit,Sacramento,Online,Youth,Doctor,106.0,1.0,9939.94,0
14.29,Debit,Los Angeles,ATM,Youth,Engineer,150.0,1.0,7016.99,2
232.79,Credit,Indianapolis,Branch,Adult,Retired,145.0,1.0,2661.3,2
899.2850000000002,Credit,Austin,Branch,Senior,Engineer,159.0,1.0,9410.17,1
92.29,Debit,Albuquerque,Branch,Adult,Engineer,115.0,1.0,2026.3199999999997,1
293.97,Debit,Phoenix,Branch,Senior,Retired,153.0,1.0,7371.85,0
136.32,Debit,Miami,Online,Youth,Student,113.0,1.0,264.83,2
251.06,Debit,Colorado Springs,Online,Youth,Doctor,34.0,1.0,10001.66,1
50.17,Credit,Sacramento,ATM,Senior,Retired,35.0,1.0,7752.140000000001,0
21.4,Debit,Fresno,Branch,Youth,Engineer,258.0,1.0,9594.11,1
73.28,Debit,Boston,Branch,Youth,Student,21.000000000000004,1.0,1329.41,1
70.23,Debit,Memphis,ATM,Youth,Doctor,260.0,1.0,11624.93,2
689.29,Debit,El Paso,ATM,Youth,Student,100.00000000000001,1.0,168.84,1
745.03,Debit,Fort Worth,Online,Youth,Student,231.0,1.0,160.57,1
54.61,Debit,Milwaukee,ATM,Adult,Engineer,160.0,1.0,7135.64,2
54.05,Debit,Louisville,Branch,Youth,Student,146.0,1.0,469.13999999999993,2
107.47,Debit,Austin,Online,Senior,Retired,144.0,1.0,7517.499999999999,1
611.11,Debit,Detroit,ATM,Youth,Student,282.0,1.0,919.84,1
219.63,Debit,Charlotte,ATM,Adult,Doctor,44.0,1.0,8013.63,1
188.7,Debit,New York,Branch,Adult,Retired,123.0,1.0,5077.06,2
93.52,Debit,Philadelphia,Online,Adult,Engineer,97.0,1.0,2791.2,0
275.92,Credit,Nashville,Branch,Senior,Retired,107.0,1.0,1777.38,2
376.79,Debit,Milwaukee,Branch,Senior,Retired,265.0,1.0,7749.14,2
8.98,Debit,Detroit,Online,Senior,,56.0,1.0,4516.76,1
697.32,Debit,Atlanta,Online,Senior,Retired,91.0,1.0,2016.0200000000002,1
17.45,,Omaha,ATM,Youth,Student,88.0,1.0,1959.52,0
302.16,Debit,Kansas City,Online,Senior,Retired,138.0,1.0,3876.61,2
442.74,Debit,San Diego,Branch,Youth,Student,136.0,1.0,1790.27,0
623.9,Debit,San Jose,ATM,Youth,Student,249.0,1.0,711.4699999999999,0
445.41,Debit,Fresno,ATM,Youth,Doctor,235.0,1.0,12154.66,1
63.41,Debit,Fort Worth,ATM,Youth,Student,36.0,1.0,1546.22,1
346.85,Debit,Kansas City,ATM,Adult,Doctor,88.0,1.0,7208.15,2
71.95,Credit,,Online,Adult,Engineer,53.00000000000001,1.0,9267.32,0
7.5,Debit,Dallas,Online,Senior,Retired,36.0,1.0,6485.78,1
206.46,Debit,Virginia Beach,ATM,Senior,Retired,279.0,1.0,3984.38,0
423.11,Debit,Columbus,ATM,Senior,Engineer,47.0,1.0,412.78,1
35.84,Credit,Colorado Springs,Online,Adult,Retired,172.0,1.0,4795.65,1
88.6,Credit,Raleigh,Branch,Youth,Student,105.0,1.0,246.57,0
899.2850000000002,Debit,Oklahoma City,ATM,Youth,Student,168.00000000000003,1.0,1058.13,2
53.81,Credit,Raleigh,ATM,Adult,Engineer,37.0,1.0,4734.110000000001,0
22.46,Debit,New York,Online,Adult,Retired,78.0,1.0,6631.5,2
334.89,Debit,Fort Worth,Online,Youth,Student,260.0,1.0,1661.68,1
319.27,Credit,Omaha,Online,Adult,Retired,59.00000000000001,1.0,5504.01,0
144.3,Debit,Oklahoma City,ATM,Youth,Student,88.0,1.0,312.19,2
348.7,Credit,Fresno,Branch,Senior,Retired,149.0,1.0,2445.58,1
366.21,Debit,Oklahoma City,ATM,Senior,Doctor,181.0,1.0,10862.99,2
99.11,Debit,Philadelphia,Online,Adult,Retired,12.0,1.0,5414.87,0
539.35,Debit,Milwaukee,ATM,Adult,Retired,127.0,1.0,3919.4399999999996,2
188.99,Debit,Oklahoma City,Branch,Adult,Engineer,91.99999999999999,1.0,7315.34,2
899.2850000000002,Debit,Nashville,ATM,Adult,Engineer,58.00000000000001,1.0,3740.7300000000005,2
710.14,Debit,El Paso,ATM,Youth,Student,227.0,1.0,465.62999999999994,1
308.68,Debit,Milwaukee,Online,Adult,Doctor,170.0,1.0,9992.36,2
166.68,Debit,Mesa,ATM,Adult,Retired,139.0,1.0,5141.19,2
0.99,Debit,Los Angeles,ATM,Adult,Engineer,133.0,1.0,4317.85,2
505.18999999999994,Debit,Kansas City,ATM,Youth,Doctor,128.0,1.0,5326.68,2
66.58,Debit,Raleigh,Branch,Youth,Student,79.0,1.0,1636.32,0
223.43,Debit,Dallas,Branch,Senior,Retired,178.0,1.0,7932.410000000001,1
659.95,Debit,Detroit,Online,Senior,Engineer,114.0,1.0,3927.6900000000005,1
634.86,Debit,Chicago,ATM,Youth,Student,45.0,1.0,588.4999999999999,1
286.5,Credit,Boston,Branch,Youth,Engineer,60.00000000000001,1.0,8517.95,1
322.96,Credit,Philadelphia,Branch,Senior,Retired,168.00000000000003,1.0,2401.59,0
654.48,Debit,Columbus,Branch,Youth,Student,114.0,1.0,6776.41,1
157.97,Debit,Philadelphia,Branch,Adult,Doctor,140.0,1.0,5529.92,0
120.90000000000002,,Tucson,Branch,Adult,Doctor,52.00000000000001,1.0,9009.42,0
254.77,Debit,Denver,Branch,Adult,Engineer,57.0,1.0,5994.87,1
795.96,Debit,Raleigh,Online,Senior,Retired,119.0,1.0,5468.58,0
149.25,Debit,Omaha,ATM,Adult,Engineer,142.0,1.0,5677.52,0
3.42,Credit,San Antonio,,Adult,Doctor,158.0,1.0,14180.21,0
68.19,Credit,Fresno,Online,Adult,Doctor,189.0,1.0,9895.1,1
493.4200000000001,,Baltimore,Branch,Adult,Engineer,111.0,1.0,2232.84,1
37.57,Debit,El Paso,ATM,Adult,Retired,42.00000000000001,1.0,7739.54,1
127.00000000000001,Credit,Nashville,Branch,Youth,Student,68.00000000000001,1.0,431.16,2
96.89,Debit,,ATM,Adult,,53.00000000000001,1.0,6044.93,0
448.33,Debit,Atlanta,ATM,Youth,Student,161.0,1.0,922.19,1
899.2850000000002,Debit,San Diego,ATM,Adult,Engineer,55.0,1.0,447.53,0
8.65,Debit,Las Vegas,Online,Adult,Doctor,273.0,1.0,10778.35,2
65.57,Debit,Miami,Online,Adult,Engineer,82.0,1.0,4734.110000000001,2
539.81,Debit,San Francisco,Online,Adult,Engineer,177.0,1.0,2051.25,0
363.53,Debit,Kansas City,ATM,Senior,Retired,142.0,1.0,1038.91,2
64.9,Credit,Detroit,Branch,Adult,Retired,72.0,1.0,6854.61,1
358.18,Debit,Boston,ATM,Youth,Student,157.0,1.0,619.86,1
167.2,Debit,San Antonio,Branch,Youth,Doctor,84.00000000000001,1.0,11320.83,0
121.90999999999998,Debit,Chicago,Branch,Senior,Doctor,133.0,1.0,14510.8,1
137.57,Debit,Louisville,Online,Adult,Engineer,70.0,1.0,5103.67,2
534.62,Debit,Oklahoma City,Online,Adult,Doctor,45.0,1.0,13793.53,2
463.92,Debit,Mesa,Online,Adult,Engineer,199.0,1.0,2403.39,2
320.14,Debit,Milwaukee,Online,Senior,Retired,96.0,1.0,3075.97,2
214.93,Debit,Albuquerque,Online,Youth,Student,52.00000000000001,1.0,7835.4,1
660.02,Debit,Nashville,Branch,Youth,Student,84.00000000000001,1.0,414.43,2
345.81,Debit,Raleigh,Branch,Adult,Engineer,135.0,1.0,6116.8,0
143.54,Debit,Philadelphia,ATM,Senior,Retired,80.0,1.0,6067.62,0
42.55,Debit,Seattle,Branch,Adult,Engineer,29.000000000000004,1.0,7341.43,0
899.2850000000002,Credit,Omaha,Online,Youth,Student,128.0,1.0,1240.71,0
541.79,Debit,Mesa,ATM,Youth,Student,125.0,1.0,1454.08,2
40.57,Debit,Columbus,Branch,Youth,Student,63.0,1.0,1476.91,1
120.24000000000001,Debit,Milwaukee,Branch,Youth,Student,131.0,1.0,1943.1300000000003,2
498.66999999999996,Debit,Miami,Online,Youth,Student,244.0,1.0,1719.97,2
227.22,Debit,El Paso,ATM,Adult,Doctor,220.0,1.0,832.82,1
899.2850000000002,Debit,Tucson,Online,Youth,Engineer,34.0,1.0,7696.16,0
56.94,Credit,Charlotte,Online,Senior,,74.0,1.0,7004.63,1
629.82,Debit,Colorado Springs,,Senior,Retired,159.0,1.0,6385.69,1
59.44,Debit,Chicago,Online,Youth,Engineer,176.0,1.0,5472.03,1
186.69,Debit,New York,Branch,Youth,Engineer,53.99999999999999,1.0,8602.22,2
230.46,Debit,Mesa,Online,Youth,Student,179.0,1.0,162.53,2
65.09,Credit,Seattle,Online,Adult,Engineer,159.0,1.0,9370.9,0
457.09,Credit,Nashville,Online,Adult,Engineer,63.0,1.0,8570.82,2
552.02,Credit,Chicago,ATM,Adult,Engineer,100.00000000000001,1.0,522.08,1
377.12,Debit,Houston,ATM,Youth,Engineer,61.00000000000001,1.0,836.6699999999998,2
204.56,Credit,San Diego,Branch,Youth,Student,179.0,1.0,364.72,0
420.28,Debit,Washington,Branch,Youth,Doctor,144.0,1.0,8557.32,0
97.09,Debit,Fort Worth,ATM,Youth,Student,202.0,1.0,1579.57,1
124.59,Debit,Charlotte,Branch,Youth,Student,171.0,1.0,129.29,1
73.88,Debit,Charlotte,Online,Adult,Doctor,34.0,1.0,6474.41,1
77.43,Debit,Raleigh,Online,Youth,Student,169.0,1.0,4734.110000000001,0
106.16,Debit,Phoenix,ATM,Adult,Doctor,277.0,1.0,7487.790000000001,0
245.93,Debit,Fresno,Branch,Adult,Engineer,172.0,1.0,7986.629999999999,1
622.41,Debit,Indianapolis,ATM,Senior,Doctor,125.0,1.0,7322.01,2
43.73,Debit,Omaha,ATM,Youth,Doctor,145.0,1.0,9929.43,0
899.2850000000002,Debit,Austin,Branch,Youth,Student,68.00000000000001,1.0,1830.98,1
2.03,Credit,Detroit,ATM,Youth,Engineer,28.0,1.0,3012.31,1
770.65,Debit,Jacksonville,Online,Youth,Doctor,137.0,1.0,7198.8,2
260.31,Debit,Austin,Branch,Senior,Doctor,113.0,1.0,10980.38,1
356.1,Credit,Fort Worth,Branch,Youth,Student,187.0,1.0,868.35,1
27.07,Credit,Virginia Beach,Branch,Senior,Retired,39.0,1.0,3773.2899999999995,0
119.89,Debit,Tucson,ATM,Senior,Doctor,60.00000000000001,1.0,6697.77,0
106.39,Debit,Virginia Beach,Online,Youth,Doctor,281.0,1.0,9410.99,0
12.04,Debit,Fort Worth,Online,Youth,Engineer,58.00000000000001,1.0,6213.32,1
365.7,Debit,Houston,Branch,Youth,Student,115.0,1.0,368.78,2
29.38,Credit,Baltimore,Branch,Youth,Student,63.0,1.0,1663.31,1
319.85,Debit,Denver,ATM,Senior,Doctor,148.0,1.0,711.6599999999999,1
350.14,Credit,Los Angeles,Online,Senior,Retired,37.99999999999999,1.0,2403.25,2
163.94,Credit,Virginia Beach,Branch,Adult,Retired,73.0,1.0,5957.37,0
170.53,Debit,Oklahoma City,Branch,Youth,Student,58.00000000000001,1.0,801.01,2
262.22,Credit,Baltimore,ATM,Adult,Engineer,136.0,1.0,5711.71,1
41.49,Debit,Albuquerque,Online,Youth,Student,13.0,1.0,928.33,1
121.43,Credit,Sacramento,Branch,Adult,Engineer,243.0,1.0,7365.28,0
350.46,Debit,Nashville,Branch,Adult,Retired,165.0,1.0,5839.38,2
220.41,Credit,El Paso,Online,Youth,Engineer,155.0,1.0,5116.98,1
33.46,Debit,Seattle,ATM,Senior,Retired,111.0,1.0,3641.07,0
104.79,Debit,Denver,ATM,Senior,Doctor,223.0,1.0,1352.19,1
246.27000000000004,Debit,Fresno,Online,Youth,Doctor,141.0,1.0,7299.86,1
48.85,Debit,Dallas,ATM,Youth,Student,176.0,1.0,1503.56,1
332.0,Debit,Charlotte,ATM,Senior,Retired,17.0,1.0,5943.13,1
118.1,Debit,Memphis,Online,Adult,Engineer,167.0,1.0,895.6599999999999,2
84.59,Credit,Las Vegas,Branch,Senior,Doctor,10.0,1.0,5669.1,2
295.64,Debit,Jacksonville,Online,Youth,Student,82.0,1.0,1061.96,2
514.33,Debit,Philadelphia,Branch,Youth,Student,160.0,1.0,1592.94,0
899.2850000000002,Debit,San Antonio,ATM,Adult,Doctor,112.0,1.0,6215.96,0
94.59,Debit,Washington,Online,Adult,Doctor,34.0,1.0,6171.89,0
80.43,Debit,Columbus,Branch,Adult,Retired,157.0,1.0,5987.67,1
54.25,Debit,Virginia Beach,Online,Senior,Doctor,37.0,1.0,14783.33,0
178.88,Credit,Dallas,Branch,Senior,Retired,93.0,1.0,4708.29,1
518.85,Debit,Kansas City,Online,Youth,Student,82.0,1.0,1806.0,2
10.65,Debit,Louisville,Online,Adult,Doctor,161.0,1.0,13240.72,2
198.62,Credit,Tucson,Branch,Youth,Student,84.00000000000001,1.0,1196.07,0
107.03,Debit,Miami,Branch,Youth,Student,73.0,1.0,1408.07,2
139.57,Debit,Fort Worth,ATM,Youth,Student,263.0,1.0,271.78,1
312.47,Debit,Milwaukee,ATM,Adult,,148.0,1.0,9419.27,2
346.11,Debit,Dallas,Branch,Adult,Engineer,213.0,1.0,9551.64,1
138.06,Debit,Charlotte,Branch,Adult,Engineer,159.0,1.0,1070.47,1
158.02,Debit,New York,ATM,Adult,Engineer,120.0,1.0,9374.24,2
830.01,Credit,Chicago,Online,Senior,Retired,96.0,1.0,4253.18,1
435.5,Debit,Oklahoma City,ATM,Adult,,112.0,1.0,6981.03,2
110.49,Debit,Raleigh,Online,Adult,Doctor,48.0,1.0,10483.93,0
329.4,Debit,Denver,Online,Youth,Doctor,68.00000000000001,1.0,9588.07,1
635.4,Debit,Denver,ATM,Adult,Doctor,106.0,1.0,1238.11,1
769.97,Debit,San Diego,Branch,Youth,Student,22.999999999999996,1.0,1244.93,0
175.07,Debit,Colorado Springs,Branch,Youth,Student,169.0,1.0,1040.25,1
7.31,Debit,Las Vegas,Branch,Senior,Retired,282.0,1.0,5757.67,2
175.15,Debit,Detroit,ATM,Youth,Student,32.0,1.0,4734.110000000001,1
32.54,Debit,Oklahoma City,Online,Youth,Student,183.0,1.0,1544.88,2
121.82000000000001,Debit,Dallas,Online,Senior,Doctor,119.0,1.0,4734.110000000001,1
56.12,Debit,El Paso,ATM,Youth,Doctor,102.0,1.0,8839.67,1
424.7,Credit,Miami,Online,Adult,Retired,178.0,1.0,6239.89,2
35.16,Debit,Chicago,Branch,Youth,Engineer,130.0,1.0,4734.110000000001,1
35.73,Debit,Miami,Branch,Senior,Doctor,87.0,1.0,9073.17,2
3.44,Debit,Fort Worth,ATM,Senior,Retired,107.99999999999999,1.0,7561.33,1
899.2850000000002,Credit,Fort Worth,Branch,Youth,Student,235.0,1.0,694.03,1
139.03,Credit,Los Angeles,Online,Adult,Engineer,81.0,1.0,2276.57,2
254.92,Credit,San Antonio,ATM,Youth,Engineer,169.0,1.0,2791.12,0
115.11,Debit,Albuquerque,Online,Youth,Engineer,139.0,1.0,9808.97,1
171.11,Debit,San Francisco,ATM,Adult,Retired,171.0,1.0,6324.09,0
168.54,Debit,Oklahoma City,ATM,Senior,Doctor,142.0,1.0,13406.0,2
420.76,Debit,Miami,Branch,Adult,Retired,112.0,1.0,6581.55,2
408.46,Debit,Raleigh,Branch,Senior,Retired,28.0,1.0,3140.79,0
899.2850000000002,Credit,Detroit,Online,Youth,Doctor,45.0,1.0,10357.26,1
342.17,Credit,New York,Branch,Youth,Student,247.0,1.0,461.83,2
580.71,Debit,Philadelphia,ATM,Adult,Engineer,95.0,1.0,5670.0,0
821.54,Credit,Atlanta,Branch,Senior,Retired,36.0,1.0,4040.3199999999997,1
253.47,Debit,Atlanta,Branch,Youth,Student,238.0,1.0,220.51,1
22.81,Debit,New York,Online,Senior,Retired,75.0,1.0,3634.76,2
266.57,Credit,Boston,Online,Adult,Engineer,96.0,1.0,7180.48,1
374.61,Credit,Mesa,Online,Senior,Retired,37.0,1.0,1389.71,2
339.35,Credit,Boston,ATM,Senior,Retired,70.0,1.0,5002.7,1
810.36,Debit,Columbus,ATM,Youth,Student,67.0,1.0,9239.12,1
9.83,Debit,Memphis,ATM,Youth,Student,86.0,1.0,666.42,2
135.57,Credit,Boston,Branch,Adult,Doctor,116.00000000000001,1.0,11351.64,1
340.05,Debit,Detroit,ATM,Adult,Engineer,37.0,1.0,7234.15,1
283.45,Debit,Colorado Springs,Branch,Youth,Engineer,127.0,1.0,2049.51,1
100.99,Debit,New York,ATM,Senior,Doctor,114.0,1.0,8865.27,2
90.88,Debit,Albuquerque,Branch,Youth,Student,176.0,1.0,3908.4700000000003,1
655.15,Debit,Seattle,ATM,Youth,Engineer,264.0,1.0,5587.44,0
320.55,Debit,Milwaukee,Online,Adult,Engineer,118.0,1.0,438.75,2
41.51,Debit,Phoenix,Online,Youth,Student,48.0,1.0,609.5999999999999,0
71.53,Credit,Jacksonville,Branch,Senior,Retired,39.0,1.0,2393.73,2
467.13,Credit,Kansas City,Branch,Adult,Retired,45.0,1.0,3914.84,2
235.4,Debit,Detroit,Branch,Youth,Student,70.0,1.0,818.3599999999999,1
159.32,Debit,Seattle,Branch,Youth,Student,100.00000000000001,1.0,304.44,0
50.83,Credit,Philadelphia,Online,Youth,Doctor,48.0,1.0,9553.42,0
56.89,Credit,Houston,Branch,Adult,Engineer,56.0,1.0,3034.67,2
20.22,Debit,Jacksonville,ATM,Adult,Engineer,138.0,1.0,5515.32,2
50.4,Debit,San Antonio,Branch,Youth,Doctor,84.00000000000001,1.0,1677.01,0
73.88,Debit,Los Angeles,Branch,Adult,Retired,131.0,1.0,4055.55,2
119.61,Debit,San Diego,ATM,Youth,Doctor,53.00000000000001,1.0,9899.94,0
899.2850000000002,Debit,Miami,Branch,Youth,Student,129.0,1.0,756.74,2
116.58,Debit,Raleigh,Branch,Adult,Engineer,247.0,1.0,2620.74,0
899.2850000000002,Debit,Portland,ATM,Youth,Doctor,161.0,1.0,11090.24,0
391.96,Debit,,ATM,Senior,Retired,79.0,1.0,2174.16,0
156.26,Credit,Virginia Beach,Branch,Adult,Engineer,160.0,1.0,7854.100000000001,0
427.0,Credit,Oklahoma City,Branch,Adult,Engineer,163.0,1.0,8253.65,2
443.68,Debit,Tucson,,Youth,Student,137.0,1.0,874.1499999999999,0
101.76,,Philadelphia,,Youth,Doctor,26.0,1.0,6043.25,0
67.57,Debit,Charlotte,Branch,Youth,Engineer,107.0,1.0,2766.12,1
326.29,Debit,Denver,Online,Adult,Engineer,179.0,1.0,8171.259999999999,1
158.56,Debit,Sacramento,ATM,Youth,Doctor,100.00000000000001,1.0,5401.21,0
56.02,Debit,Memphis,Online,Youth,Student,142.0,1.0,3548.02,2
288.28,,Portland,Online,Youth,Student,36.0,1.0,160.83,0
245.67,Credit,Portland,Branch,Youth,Student,107.0,1.0,752.2499999999999,0
152.18,Credit,Los Angeles,Online,Adult,Engineer,176.0,1.0,2459.84,2
